Geneid	Chr	Start	End	Strand	Length	unmapped_Ac/bam/sorted/VG1_S1
PFLU_3314	NC_012660.1	3669447	3670166	-	720	228
PFLU_3315	NC_012660.1	3670177	3670992	-	816	11
PFLU_3316	NC_012660.1	3671015	3671905	-	891	18
PFLU_3317	NC_012660.1	3671905	3672870	-	966	17
PFLU_3318	NC_012660.1	3672947	3673972	-	1026	21
PFLU_3319	NC_012660.1	3674157	3675071	+	915	17
PFLU_3320	NC_012660.1	3675204	3675692	+	489	17
PFLU_3321	NC_012660.1	3675714	3677774	-	2061	187
PFLU_3322	NC_012660.1	3678032	3678793	-	762	72
PFLU_3323	NC_012660.1	3678981	3680603	+	1623	466
PFLU_3324	NC_012660.1	3680621	3681544	+	924	285
PFLU_3325	NC_012660.1	3681590	3682534	+	945	518
PFLU_3326	NC_012660.1	3682597	3684165	+	1569	159
PFLU_3327	NC_012660.1	3684172	3685407	+	1236	200
PFLU_3328	NC_012660.1	3685586	3686722	-	1137	75
PFLU_3329	NC_012660.1	3686908	3687531	-	624	59
PFLU_3330	NC_012660.1	3688242	3689144	+	903	49
PFLU_3331	NC_012660.1	3689223	3690047	+	825	21
PFLU_3332	NC_012660.1	3690080	3690838	+	759	26
PFLU_3333	NC_012660.1	3690883	3691125	+	243	17
PFLU_3334	NC_012660.1	3691291	3691878	-	588	37
PFLU_3335	NC_012660.1	3692045	3693142	+	1098	40
PFLU_3336	NC_012660.1	3693198	3693983	+	786	77
PFLU_3338	NC_012660.1	3694643	3695638	+	996	3
PFLU_3339	NC_012660.1	3695691	3696512	+	822	11
PFLU_3341	NC_012660.1	3697060	3697761	-	702	67
PFLU_3342	NC_012660.1	3697778	3698467	-	690	34
PFLU_3342A	NC_012660.1	3698769	3699563	-	795	193
PFLU_3343	NC_012660.1	3699870	3700607	+	738	121
PFLU_3344	NC_012660.1	3700656	3701204	+	549	47
PFLU_3345	NC_012660.1	3701236	3701637	-	402	20
PFLU_3345A	NC_012660.1	3702013	3702621	-	609	21
PFLU_3347	NC_012660.1	3703019	3703987	+	969	42
PFLU_3348	NC_012660.1	3704139	3704810	-	672	98
PFLU_3349	NC_012660.1	3704810	3705265	-	456	204
PFLU_3350	NC_012660.1	3705501	3706091	-	591	125
PFLU_3351	NC_012660.1	3706419	3708119	-	1701	124
PFLU_3353	NC_012660.1	3709024	3711306	-	2283	102
PFLU_3354	NC_012660.1	3711544	3711921	+	378	75
PFLU_3355	NC_012660.1	3711943	3712128	-	186	28
PFLU_3356	NC_012660.1	3712254	3713177	-	924	32
PFLU_3357	NC_012660.1	3713296	3714288	+	993	6
PFLU_3358	NC_012660.1	3714593	3716584	+	1992	44
PFLU_3359	NC_012660.1	3716678	3717133	+	456	154
PFLU_3360	NC_012660.1	3717247	3717690	+	444	34
PFLU_3361	NC_012660.1	3717690	3718130	+	441	19
PFLU_3362	NC_012660.1	3718178	3719176	+	999	45
PFLU_3363	NC_012660.1	3719206	3720156	+	951	86
PFLU_3364	NC_012660.1	3720747	3722213	+	1467	928
PFLU_3365	NC_012660.1	3722237	3723979	+	1743	487
PFLU_3366	NC_012660.1	3723979	3726060	+	2082	262
PFLU_3367	NC_012660.1	3726060	3728807	+	2748	667
PFLU_3369	NC_012660.1	3729226	3731382	+	2157	946
PFLU_3370	NC_012660.1	3731369	3732382	+	1014	414
PFLU_3371	NC_012660.1	3732382	3733137	+	756	133
PFLU_3372	NC_012660.1	3733137	3733733	+	597	174
PFLU_3373	NC_012660.1	3733733	3734389	+	657	314
PFLU_3374	NC_012660.1	3734561	3735328	+	768	91
PFLU_3375	NC_012660.1	3735438	3736865	-	1428	32
PFLU_3376	NC_012660.1	3736924	3737955	-	1032	13
PFLU_3377	NC_012660.1	3738077	3738565	+	489	23
PFLU_3378	NC_012660.1	3738741	3740900	+	2160	125
PFLU_3379	NC_012660.1	3741083	3742576	+	1494	12
PFLU_3380	NC_012660.1	3742596	3743462	-	867	21
PFLU_3381	NC_012660.1	3743723	3744595	+	873	14
PFLU_3382	NC_012660.1	3744868	3745800	+	933	6
PFLU_3383	NC_012660.1	3745953	3747287	+	1335	61
PFLU_3384	NC_012660.1	3747421	3747870	+	450	44
PFLU_3385	NC_012660.1	3748042	3748395	+	354	47
PFLU_3386	NC_012660.1	3748745	3749233	+	489	88
PFLU_3387	NC_012660.1	3749300	3749539	-	240	16
PFLU_3388	NC_012660.1	3749796	3751502	+	1707	23
PFLU_3389	NC_012660.1	3751825	3752265	+	441	81
PFLU_3390	NC_012660.1	3752366	3752842	+	477	45
PFLU_3391	NC_012660.1	3752842	3754470	+	1629	90
PFLU_3392	NC_012660.1	3754493	3755554	+	1062	85
PFLU_3393	NC_012660.1	3755554	3755976	+	423	41
PFLU_3394	NC_012660.1	3756208	3756936	+	729	188
PFLU_3395	NC_012660.1	3757055	3757462	-	408	64
PFLU_3396	NC_012660.1	3757829	3758101	-	273	15
PFLU_3397	NC_012660.1	3758180	3758644	-	465	28
PFLU_3398	NC_012660.1	3758852	3759277	+	426	20
PFLU_3399	NC_012660.1	3760168	3761124	+	957	128
PFLU_3400	NC_012660.1	3761446	3761625	-	180	13
PFLU_3401	NC_012660.1	3762009	3762488	+	480	29
PFLU_3402	NC_012660.1	3762491	3763384	-	894	42
PFLU_3403	NC_012660.1	3763593	3764981	+	1389	78
PFLU_3405	NC_012660.1	3765277	3766137	+	861	78
PFLU_3406	NC_012660.1	3766258	3767631	+	1374	145
PFLU_3407	NC_012660.1	3767631	3768794	+	1164	125
PFLU_3408	NC_012660.1	3769041	3771236	-	2196	187
PFLU_3409	NC_012660.1	3771400	3772962	+	1563	23
PFLU_3410	NC_012660.1	3773047	3774447	-	1401	25
PFLU_3411	NC_012660.1	3774578	3775051	+	474	30
PFLU_3412	NC_012660.1	3775241	3776515	+	1275	56
PFLU_3413	NC_012660.1	3776560	3777390	+	831	42
PFLU_3414	NC_012660.1	3777442	3778164	+	723	37
PFLU_3415	NC_012660.1	3778224	3778781	+	558	29
PFLU_3416	NC_012660.1	3778797	3779042	-	246	4
PFLU_3417	NC_012660.1	3779286	3779975	-	690	24
PFLU_3418	NC_012660.1	3780117	3780677	+	561	39
PFLU_3419	NC_012660.1	3780871	3781923	+	1053	15
PFLU_3420	NC_012660.1	3781937	3782710	+	774	6
PFLU_3421	NC_012660.1	3782716	3783594	+	879	2
PFLU_3422	NC_012660.1	3783620	3784684	+	1065	1
PFLU_3423	NC_012660.1	3784716	3786044	+	1329	13
PFLU_3424	NC_012660.1	3786581	3786940	-	360	0
PFLU_3425	NC_012660.1	3786943	3789489	-	2547	12
PFLU_3426	NC_012660.1	3790049	3794047	+	3999	21
PFLU_3427	NC_012660.1	3794201	3796135	+	1935	47
PFLU_3428	NC_012660.1	3797358	3798107	-	750	31
PFLU_3429	NC_012660.1	3798131	3798607	-	477	33
PFLU_3430	NC_012660.1	3798704	3799732	-	1029	97
PFLU_3431	NC_012660.1	3799907	3800317	+	411	97
PFLU_3432	NC_012660.1	3800317	3801606	+	1290	276
PFLU_3433	NC_012660.1	3801710	3802648	-	939	34
PFLU_3434	NC_012660.1	3802741	3803712	+	972	4
PFLU_3435	NC_012660.1	3803826	3804743	+	918	47
PFLU_3436	NC_012660.1	3804787	3806187	-	1401	58
PFLU_3437	NC_012660.1	3806334	3806861	-	528	14
PFLU_3438	NC_012660.1	3807016	3808515	+	1500	385
PFLU_3439	NC_012660.1	3808572	3809075	+	504	89
PFLU_3440	NC_012660.1	3809056	3810000	-	945	63
PFLU_3441	NC_012660.1	3810142	3811161	+	1020	4
PFLU_3442	NC_012660.1	3811161	3812360	+	1200	4
PFLU_3443	NC_012660.1	3812318	3812704	-	387	7
PFLU_3444	NC_012660.1	3812739	3815309	+	2571	37
PFLU_3445	NC_012660.1	3815316	3816086	-	771	33
PFLU_3446	NC_012660.1	3816233	3817441	+	1209	69
PFLU_3447	NC_012660.1	3817575	3818696	+	1122	20
PFLU_3448	NC_012660.1	3818829	3819992	+	1164	62
PFLU_3450	NC_012660.1	3820912	3821331	-	420	5
PFLU_3451	NC_012660.1	3821327	3821659	-	333	2
PFLU_3452	NC_012660.1	3821713	3822498	+	786	6
PFLU_3453	NC_012660.1	3822556	3824262	+	1707	227
PFLU_3455	NC_012660.1	3824472	3825206	-	735	62
PFLU_3456	NC_012660.1	3825217	3825684	-	468	18
PFLU_3457	NC_012660.1	3825684	3825899	-	216	20
PFLU_3458	NC_012660.1	3826000	3827094	-	1095	22
PFLU_3459	NC_012660.1	3827313	3827738	+	426	10
PFLU_3460	NC_012660.1	3827768	3829090	-	1323	12
PFLU_3461	NC_012660.1	3829183	3830070	+	888	6
PFLU_3462	NC_012660.1	3830073	3830636	-	564	40
PFLU_3463	NC_012660.1	3830759	3831250	+	492	23
PFLU_3464	NC_012660.1	3831298	3832182	+	885	96
PFLU_3465	NC_012660.1	3832252	3833406	-	1155	67
PFLU_3466	NC_012660.1	3833512	3834387	-	876	22
PFLU_3467	NC_012660.1	3834519	3835658	+	1140	41
PFLU_3468	NC_012660.1	3835798	3837075	-	1278	16
PFLU_3469	NC_012660.1	3837078	3837707	-	630	3
PFLU_3470	NC_012660.1	3837843	3838823	-	981	23
PFLU_3472	NC_012660.1	3839048	3839857	-	810	6
PFLU_3473	NC_012660.1	3839890	3841080	-	1191	14
PFLU_3474	NC_012660.1	3841093	3842439	-	1347	9
PFLU_3475	NC_012660.1	3842453	3843613	-	1161	23
PFLU_3476	NC_012660.1	3843659	3844474	-	816	17
PFLU_3477	NC_012660.1	3844622	3845518	+	897	29
PFLU_3478	NC_012660.1	3845511	3848396	-	2886	44
PFLU_3479	NC_012660.1	3848380	3850173	-	1794	36
PFLU_3480	NC_012660.1	3850163	3850606	-	444	5
PFLU_3481	NC_012660.1	3850606	3851724	-	1119	93
PFLU_3482	NC_012660.1	3851816	3852337	+	522	72
PFLU_3483	NC_012660.1	3852489	3853763	-	1275	149
PFLU_3484	NC_012660.1	3853767	3854471	-	705	144
PFLU_3485	NC_012660.1	3854629	3855825	+	1197	78
PFLU_3486	NC_012660.1	3855787	3856386	-	600	34
PFLU_3487	NC_012660.1	3856539	3857399	+	861	71
PFLU_3488	NC_012660.1	3857538	3858017	-	480	32
PFLU_3489	NC_012660.1	3858403	3861009	+	2607	1856
PFLU_3490	NC_012660.1	3861564	3862838	-	1275	35
PFLU_3491	NC_012660.1	3863223	3863744	+	522	7
PFLU_3492	NC_012660.1	3863801	3864751	+	951	26
PFLU_3493	NC_012660.1	3864884	3865948	+	1065	86
PFLU_3494	NC_012660.1	3865974	3866738	+	765	43
PFLU_3495	NC_012660.1	3866745	3867185	-	441	6
PFLU_3496	NC_012660.1	3867341	3868771	+	1431	18
PFLU_3497	NC_012660.1	3868860	3869138	+	279	3
PFLU_3498	NC_012660.1	3869238	3869636	+	399	15
PFLU_3499	NC_012660.1	3870079	3870705	-	627	33
PFLU_3500	NC_012660.1	3870938	3872245	+	1308	39
PFLU_3501	NC_012660.1	3872410	3873108	+	699	22
PFLU_3502	NC_012660.1	3873129	3873818	+	690	53
PFLU_3503	NC_012660.1	3873924	3874967	+	1044	27
PFLU_3504	NC_012660.1	3875074	3879930	-	4857	2034
PFLU_3505	NC_012660.1	3880424	3880774	+	351	83
PFLU_3506	NC_012660.1	3881088	3882044	+	957	124
PFLU_3507	NC_012660.1	3882044	3882982	+	939	45
PFLU_3508	NC_012660.1	3882982	3883473	+	492	6
PFLU_3509	NC_012660.1	3883469	3884554	+	1086	35
PFLU_3510	NC_012660.1	3884554	3886290	+	1737	133
PFLU_3511	NC_012660.1	3886290	3887927	+	1638	76
PFLU_3512	NC_012660.1	3888334	3889572	+	1239	29
PFLU_3513	NC_012660.1	3889572	3893207	+	3636	107
PFLU_3514	NC_012660.1	3893207	3893797	+	591	20
PFLU_3515	NC_012660.1	3893818	3893940	-	123	7
PFLU_3516	NC_012660.1	3894102	3894278	-	177	22
PFLU_3517	NC_012660.1	3894438	3895610	-	1173	173
PFLU_3518	NC_012660.1	3895600	3895887	-	288	129
PFLU_3519	NC_012660.1	3896026	3900921	+	4896	93
PFLU_3521	NC_012660.1	3900973	3903345	-	2373	147
PFLU_3522	NC_012660.1	3903365	3904357	-	993	112
PFLU_3523	NC_012660.1	3904649	3905821	+	1173	58
PFLU_3525	NC_012660.1	3906221	3907921	-	1701	42
PFLU_3526	NC_012660.1	3907956	3909251	-	1296	12
PFLU_3527	NC_012660.1	3909251	3910138	-	888	11
PFLU_3528	NC_012660.1	3910145	3911497	-	1353	16
PFLU_3529	NC_012660.1	3911598	3914120	-	2523	100
PFLU_3530	NC_012660.1	3914318	3915769	-	1452	22
PFLU_3531	NC_012660.1	3915906	3916397	-	492	28
PFLU_3532	NC_012660.1	3916812	3918263	-	1452	266
PFLU_3533	NC_012660.1	3918402	3918893	-	492	1116
PFLU_3534	NC_012660.1	3919029	3919520	-	492	65
PFLU_3535	NC_012660.1	3919657	3920934	-	1278	141
PFLU_3536	NC_012660.1	3921232	3922290	-	1059	114
PFLU_3537	NC_012660.1	3922488	3924029	+	1542	80
PFLU_3538	NC_012660.1	3924029	3924916	+	888	20
PFLU_3539	NC_012660.1	3924935	3925765	+	831	29
PFLU_3540	NC_012660.1	3925768	3927894	-	2127	127
PFLU_3541	NC_012660.1	3928094	3928420	+	327	16
PFLU_3542	NC_012660.1	3928431	3929273	-	843	6
PFLU_3543	NC_012660.1	3929273	3929983	-	711	6
PFLU_3544	NC_012660.1	3929983	3932268	-	2286	23
PFLU_3545	NC_012660.1	3932287	3933030	-	744	2
PFLU_3546	NC_012660.1	3933018	3933500	-	483	3
PFLU_3547	NC_012660.1	3933518	3934990	-	1473	18
PFLU_3548	NC_012660.1	3935021	3935515	-	495	7
PFLU_3549	NC_012660.1	3935550	3937100	-	1551	10
PFLU_3550	NC_012660.1	3937598	3938110	+	513	43
PFLU_3551	NC_012660.1	3938169	3938987	-	819	128
PFLU_3552	NC_012660.1	3939094	3939585	+	492	23
PFLU_3553	NC_012660.1	3939675	3940871	-	1197	70
PFLU_3554	NC_012660.1	3941000	3941812	+	813	72
PFLU_3555	NC_012660.1	3941805	3942944	+	1140	42
PFLU_3556	NC_012660.1	3942938	3943738	-	801	34
PFLU_3557	NC_012660.1	3943813	3944319	+	507	30
PFLU_3558	NC_012660.1	3944306	3945901	-	1596	100
PFLU_3559	NC_012660.1	3945928	3946638	+	711	90
PFLU_3560	NC_012660.1	3946674	3947417	+	744	85
PFLU_3561	NC_012660.1	3948082	3948420	-	339	26
PFLU_3562	NC_012660.1	3948470	3949111	-	642	80
PFLU_3563	NC_012660.1	3949244	3949513	+	270	51
PFLU_3564	NC_012660.1	3949494	3950123	-	630	37
PFLU_3565	NC_012660.1	3950223	3950516	-	294	31
PFLU_3566	NC_012660.1	3950643	3953129	-	2487	24
PFLU_3567	NC_012660.1	3953166	3954116	-	951	30
PFLU_3568	NC_012660.1	3954116	3954619	-	504	53
PFLU_3569	NC_012660.1	3954728	3955891	+	1164	20
PFLU_3570	NC_012660.1	3956105	3958390	-	2286	60
PFLU_3571	NC_012660.1	3958582	3960222	+	1641	124
PFLU_3572	NC_012660.1	3960346	3961677	-	1332	24
PFLU_3573	NC_012660.1	3961673	3962503	-	831	4
PFLU_3574	NC_012660.1	3962516	3963544	-	1029	108
PFLU_3575	NC_012660.1	3963544	3964335	-	792	1
PFLU_3576	NC_012660.1	3964335	3965150	-	816	3
PFLU_3577	NC_012660.1	3965154	3966170	-	1017	48
PFLU_3578	NC_012660.1	3966142	3967158	-	1017	4
PFLU_3579	NC_012660.1	3967556	3968650	+	1095	72
PFLU_3580	NC_012660.1	3968682	3969923	+	1242	179
PFLU_3581	NC_012660.1	3970064	3970840	-	777	24
PFLU_3582	NC_012660.1	3971056	3971835	+	780	17
PFLU_3583	NC_012660.1	3971835	3972500	+	666	1
PFLU_3584	NC_012660.1	3972500	3973249	+	750	3
PFLU_3585	NC_012660.1	3973249	3974514	+	1266	32
PFLU_3586	NC_012660.1	3974893	3975219	+	327	17
PFLU_3587	NC_012660.1	3975264	3976169	-	906	21
PFLU_3588	NC_012660.1	3976228	3976569	-	342	18
PFLU_3589	NC_012660.1	3976770	3976994	+	225	15
PFLU_3590	NC_012660.1	3977034	3977441	-	408	12
PFLU_3591	NC_012660.1	3977551	3978414	+	864	7
PFLU_3592	NC_012660.1	3978411	3979037	-	627	12
PFLU_3593	NC_012660.1	3979083	3980060	-	978	13
PFLU_3594	NC_012660.1	3980188	3980547	+	360	51
PFLU_3595	NC_012660.1	3980575	3983223	-	2649	132
PFLU_3596	NC_012660.1	3983284	3984690	-	1407	168
PFLU_3597	NC_012660.1	3984980	3986353	+	1374	74
PFLU_3598	NC_012660.1	3986516	3986737	-	222	74
PFLU_3599	NC_012660.1	3986912	3988972	+	2061	553
PFLU_3600	NC_012660.1	3989123	3991639	-	2517	153
PFLU_3601	NC_012660.1	3991639	3993348	-	1710	213
PFLU_3602	NC_012660.1	3993478	3996567	-	3090	45
PFLU_3603	NC_012660.1	3996546	3997955	-	1410	24
PFLU_3604	NC_012660.1	3997966	3998577	-	612	5
PFLU_3605	NC_012660.1	3998580	3999185	-	606	27
PFLU_3606	NC_012660.1	3999396	4004186	+	4791	38
PFLU_3607	NC_012660.1	4004186	4004614	+	429	27
PFLU_3608	NC_012660.1	4004710	4005312	-	603	69
PFLU_3609	NC_012660.1	4005330	4006172	-	843	80
PFLU_3610	NC_012660.1	4006335	4007258	+	924	60
PFLU_3611	NC_012660.1	4007457	4008614	-	1158	81
PFLU_3612	NC_012660.1	4008736	4009518	+	783	107
PFLU_3613	NC_012660.1	4009565	4009996	-	432	44
PFLU_3614	NC_012660.1	4010002	4010211	-	210	27
PFLU_3615	NC_012660.1	4010415	4010975	+	561	496
PFLU_3616	NC_012660.1	4011154	4011357	-	204	149
PFLU_3617	NC_012660.1	4011614	4012087	+	474	77
PFLU_3618	NC_012660.1	4012156	4012431	+	276	40
PFLU_3619	NC_012660.1	4012534	4013793	-	1260	58
PFLU_3620	NC_012660.1	4013874	4014044	-	171	0
PFLU_3621	NC_012660.1	4014133	4014675	-	543	4
PFLU_3622	NC_012660.1	4014741	4015121	-	381	19
PFLU_3623	NC_012660.1	4015286	4015891	+	606	30
PFLU_3624	NC_012660.1	4015894	4016358	+	465	25
PFLU_3625	NC_012660.1	4016393	4016719	-	327	11
PFLU_3626	NC_012660.1	4016791	4017294	-	504	18
PFLU_3627	NC_012660.1	4017341	4017772	-	432	5
PFLU_3628	NC_012660.1	4018013	4018501	+	489	93
PFLU_3629	NC_012660.1	4018862	4019086	+	225	7
PFLU_3630	NC_012660.1	4019160	4019585	+	426	11
PFLU_3631	NC_012660.1	4019602	4020285	+	684	12
PFLU_3632	NC_012660.1	4020285	4021232	+	948	14
PFLU_3633	NC_012660.1	4021312	4023792	+	2481	22
PFLU_3634	NC_012660.1	4023984	4024874	+	891	89
PFLU_3635	NC_012660.1	4024822	4025406	-	585	9
PFLU_3636	NC_012660.1	4025646	4026485	+	840	59
PFLU_3637	NC_012660.1	4026526	4027461	-	936	32
PFLU_3638	NC_012660.1	4027552	4027986	+	435	6
PFLU_3639	NC_012660.1	4027997	4029439	-	1443	35
PFLU_3640	NC_012660.1	4029511	4030368	-	858	23
PFLU_3641	NC_012660.1	4030548	4031288	+	741	20
PFLU_3642	NC_012660.1	4031312	4032628	+	1317	34
PFLU_3643	NC_012660.1	4032631	4034559	-	1929	13
PFLU_3644	NC_012660.1	4034641	4035852	-	1212	11
PFLU_3645	NC_012660.1	4035945	4037048	+	1104	8
PFLU_3646	NC_012660.1	4037054	4040134	+	3081	18
PFLU_3647	NC_012660.1	4040191	4040664	+	474	11
PFLU_3649	NC_012660.1	4041347	4042612	-	1266	140
PFLU_3650	NC_012660.1	4042625	4043680	-	1056	94
PFLU_3651	NC_012660.1	4043766	4044395	-	630	10
PFLU_3652	NC_012660.1	4044519	4045928	+	1410	35
PFLU_3653	NC_012660.1	4046100	4046837	+	738	61
PFLU_3654	NC_012660.1	4046837	4048153	+	1317	23
PFLU_3655	NC_012660.1	4048513	4049241	+	729	70
PFLU_3656	NC_012660.1	4049237	4049929	+	693	35
PFLU_3657	NC_012660.1	4049955	4050620	+	666	30
PFLU_3658	NC_012660.1	4050846	4052258	+	1413	45
PFLU_3659	NC_012660.1	4052445	4054517	-	2073	44
PFLU_3660	NC_012660.1	4054517	4055284	-	768	5
PFLU_3661	NC_012660.1	4055284	4055934	-	651	9
PFLU_3662	NC_012660.1	4055950	4057059	-	1110	27
PFLU_3663	NC_012660.1	4057151	4057432	-	282	29
PFLU_3664	NC_012660.1	4057571	4058977	-	1407	8
PFLU_3665	NC_012660.1	4059004	4059459	-	456	4
PFLU_3666	NC_012660.1	4059468	4060673	-	1206	5
PFLU_3667	NC_012660.1	4060676	4061650	-	975	3
PFLU_3668	NC_012660.1	4061656	4062774	-	1119	11
PFLU_3669	NC_012660.1	4062847	4063779	-	933	6
PFLU_3670	NC_012660.1	4063779	4064354	-	576	4
PFLU_3671	NC_012660.1	4064345	4065487	-	1143	29
PFLU_3672	NC_012660.1	4065522	4066841	-	1320	6
PFLU_3673	NC_012660.1	4066822	4068051	-	1230	21
PFLU_3674	NC_012660.1	4068056	4068616	-	561	4
PFLU_3675	NC_012660.1	4068639	4069937	-	1299	9
PFLU_3676	NC_012660.1	4069949	4071283	-	1335	19
PFLU_3677	NC_012660.1	4071360	4073579	-	2220	41
PFLU_3678	NC_012660.1	4073763	4074200	-	438	31
PFLU_3680	NC_012660.1	4074725	4075054	+	330	5
PFLU_3681	NC_012660.1	4075012	4075632	-	621	40
PFLU_3682	NC_012660.1	4075920	4076999	+	1080	26
PFLU_3683	NC_012660.1	4077249	4078040	-	792	10
PFLU_3684	NC_012660.1	4078151	4079053	-	903	59
PFLU_3685	NC_012660.1	4079271	4079879	+	609	13
PFLU_3686	NC_012660.1	4079879	4081459	+	1581	41
PFLU_3689	NC_012660.1	4082304	4083275	+	972	5
PFLU_3690	NC_012660.1	4083291	4084652	+	1362	4
PFLU_3691	NC_012660.1	4084652	4085332	+	681	3
PFLU_3692	NC_012660.1	4085366	4086541	+	1176	13
PFLU_3693	NC_012660.1	4086541	4087482	+	942	23
PFLU_3694	NC_012660.1	4087589	4088359	-	771	6
PFLU_3695	NC_012660.1	4088359	4088802	-	444	0
PFLU_3696	NC_012660.1	4088821	4089510	-	690	8
PFLU_3697	NC_012660.1	4089561	4091459	-	1899	6
PFLU_3698	NC_012660.1	4091569	4094079	-	2511	14
PFLU_3699	NC_012660.1	4094461	4095372	+	912	2
PFLU_3700	NC_012660.1	4095377	4096411	+	1035	8
PFLU_3701	NC_012660.1	4096404	4097282	-	879	16
PFLU_3702	NC_012660.1	4097467	4098081	-	615	11
PFLU_3703	NC_012660.1	4098113	4099948	-	1836	11
PFLU_3704	NC_012660.1	4099948	4100535	-	588	2
PFLU_3705	NC_012660.1	4100709	4101674	-	966	20
PFLU_3706	NC_012660.1	4101828	4102733	-	906	9
PFLU_3708	NC_012660.1	4103394	4106153	+	2760	70
PFLU_3709	NC_012660.1	4106106	4107626	-	1521	21
PFLU_3710	NC_012660.1	4107725	4108678	-	954	16
PFLU_3711	NC_012660.1	4108853	4109572	+	720	3
PFLU_3714	NC_012660.1	4110281	4111237	-	957	16
PFLU_3715	NC_012660.1	4111347	4111886	+	540	12
PFLU_3716	NC_012660.1	4111903	4112100	-	198	18
PFLU_3717	NC_012660.1	4112169	4112954	-	786	4
PFLU_3718	NC_012660.1	4112951	4113958	-	1008	4
PFLU_3719	NC_012660.1	4113927	4114982	-	1056	3
PFLU_3720	NC_012660.1	4115202	4116524	-	1323	3
PFLU_3721	NC_012660.1	4116524	4117459	-	936	6
PFLU_3722	NC_012660.1	4117684	4118646	+	963	8
PFLU_3723	NC_012660.1	4120158	4121630	-	1473	37
PFLU_3724	NC_012660.1	4121639	4122568	-	930	7
PFLU_3725	NC_012660.1	4122561	4123394	-	834	10
PFLU_3726	NC_012660.1	4123758	4124762	+	1005	9
PFLU_3727	NC_012660.1	4124816	4125745	+	930	18
PFLU_3728	NC_012660.1	4125752	4127272	+	1521	4
PFLU_3729	NC_012660.1	4127420	4128181	+	762	8
PFLU_3730	NC_012660.1	4128202	4128999	+	798	20
PFLU_3731	NC_012660.1	4129065	4130015	+	951	75
PFLU_3732	NC_012660.1	4130040	4130960	+	921	63
PFLU_3733	NC_012660.1	4131011	4131709	-	699	17
PFLU_3734	NC_012660.1	4131815	4132996	-	1182	61
PFLU_3735	NC_012660.1	4133129	4133488	-	360	24
PFLU_3736	NC_012660.1	4133578	4134573	-	996	28
PFLU_3737	NC_012660.1	4134648	4135445	+	798	41
PFLU_3738	NC_012660.1	4135622	4136875	+	1254	23
PFLU_3739	NC_012660.1	4136905	4137903	-	999	15
PFLU_3740	NC_012660.1	4138066	4138491	+	426	33
PFLU_3741	NC_012660.1	4138710	4140449	-	1740	623
PFLU_3742	NC_012660.1	4140485	4140757	-	273	27
PFLU_3743	NC_012660.1	4140768	4141565	-	798	44
PFLU_3744	NC_012660.1	4141579	4142442	-	864	40
PFLU_3745	NC_012660.1	4142442	4143536	-	1095	96
PFLU_3746	NC_012660.1	4143539	4144630	-	1092	115
PFLU_3747	NC_012660.1	4144891	4146699	+	1809	182
PFLU_3748	NC_012660.1	4146702	4147631	-	930	101
PFLU_3749	NC_012660.1	4147631	4148170	-	540	34
PFLU_3750	NC_012660.1	4149490	4151634	-	2145	44
PFLU_3752	NC_012660.1	4151829	4151984	+	156	9
PFLU_3753	NC_012660.1	4151993	4152616	+	624	47
PFLU_3755	NC_012660.1	4153463	4153729	-	267	23
PFLU_3756	NC_012660.1	4153911	4154621	-	711	35
PFLU_3757	NC_012660.1	4154905	4155138	-	234	94
PFLU_3758	NC_012660.1	4155142	4155495	-	354	245
PFLU_3759	NC_012660.1	4155979	4156374	+	396	58
PFLU_3760	NC_012660.1	4156452	4157357	+	906	154
PFLU_3761	NC_012660.1	4157883	4158134	-	252	650
PFLU_3762	NC_012660.1	4158694	4159560	+	867	1630
PFLU_3763	NC_012660.1	4159916	4160437	-	522	59
PFLU_3764	NC_012660.1	4160660	4161028	-	369	28
PFLU_3765	NC_012660.1	4161812	4162258	+	447	166
PFLU_3765A	NC_012660.1	4162331	4163143	+	813	86
PFLU_3766	NC_012660.1	4163172	4163318	+	147	14
PFLU_3767	NC_012660.1	4163858	4164526	+	669	778
PFLU_3768	NC_012660.1	4164609	4165625	-	1017	86
PFLU_3769	NC_012660.1	4165625	4166086	-	462	19
PFLU_3770	NC_012660.1	4166089	4166850	-	762	48
PFLU_3771	NC_012660.1	4166850	4167032	-	183	40
PFLU_3772	NC_012660.1	4167060	4168067	-	1008	90
PFLU_3773	NC_012660.1	4168070	4168495	-	426	97
PFLU_3774	NC_012660.1	4168495	4169127	-	633	85
PFLU_3775	NC_012660.1	4169214	4171436	-	2223	13
PFLU_3776	NC_012660.1	4171572	4172084	+	513	40
PFLU_3777	NC_012660.1	4172520	4175270	+	2751	131
PFLU_3778	NC_012660.1	4175365	4176351	+	987	14
PFLU_3779	NC_012660.1	4176426	4176863	+	438	28
PFLU_3780	NC_012660.1	4176863	4177264	+	402	26
PFLU_3781	NC_012660.1	4177350	4177808	-	459	55
PFLU_3782	NC_012660.1	4177924	4178274	+	351	19
PFLU_3783	NC_012660.1	4178274	4178885	+	612	27
PFLU_3784	NC_012660.1	4178872	4179288	+	417	21
PFLU_3785	NC_012660.1	4179410	4180078	-	669	77
PFLU_3786	NC_012660.1	4180149	4180970	-	822	57
PFLU_3787	NC_012660.1	4181341	4181940	+	600	363
PFLU_3788	NC_012660.1	4182072	4182563	+	492	63
PFLU_3789	NC_012660.1	4182660	4183832	-	1173	35
