Locus Tag,Locus_Tag,Gene Name,Product Description,GO Term
PFLU3046,PFLU_3046,PFLU_3046,transporter,integral component of plasma membrane
PFLU3046,PFLU_3046,PFLU_3046,transporter,transmembrane transport
PFLU3046,PFLU_3046,PFLU_3046,transporter,integral component of membrane
PFLU3046,PFLU_3046,PFLU_3046,transporter,xenobiotic transmembrane transporter activity
PFLU3046,PFLU_3046,PFLU_3046,transporter,xenobiotic detoxification by transmembrane export across the plasma membrane
PFLU3047,PFLU_3047,PFLU_3047,putative methyl-accepting chemotaxis protein,signal transduction
PFLU3047,PFLU_3047,PFLU_3047,putative methyl-accepting chemotaxis protein,integral component of membrane
PFLU3047,PFLU_3047,PFLU_3047,putative methyl-accepting chemotaxis protein,membrane
PFLU3047,PFLU_3047,PFLU_3047,putative methyl-accepting chemotaxis protein,transmembrane signaling receptor activity
PFLU3047,PFLU_3047,PFLU_3047,putative methyl-accepting chemotaxis protein,chemotaxis
PFLU3049,PFLU_3049,PFLU_3049,putative oxidoreductase,oxidoreductase activity
PFLU3059,PFLU_3059,PFLU_3059,putative methyl-accepting chemotaxis protein,signal transduction
PFLU3059,PFLU_3059,PFLU_3059,putative methyl-accepting chemotaxis protein,membrane
PFLU3059,PFLU_3059,PFLU_3059,putative methyl-accepting chemotaxis protein,integral component of membrane
PFLU3059,PFLU_3059,PFLU_3059,putative methyl-accepting chemotaxis protein,transmembrane signaling receptor activity
PFLU3059,PFLU_3059,PFLU_3059,putative methyl-accepting chemotaxis protein,chemotaxis
PFLU3060,PFLU_3060,PFLU_3060,putative exported family S43 non-peptidase homologue,integral component of membrane
PFLU3061,PFLU_3061,PFLU_3061,putative citrate transporter,integral component of membrane
PFLU3061,PFLU_3061,PFLU_3061,putative citrate transporter,transmembrane transport
PFLU3061,PFLU_3061,PFLU_3061,putative citrate transporter,citrate transmembrane transporter activity
PFLU3061,PFLU_3061,PFLU_3061,putative citrate transporter,citrate transport
PFLU3062,PFLU_3062,PFLU_3062,putative aerobic C4-dicarboxylate transport protein,symporter activity
PFLU3062,PFLU_3062,PFLU_3062,putative aerobic C4-dicarboxylate transport protein,integral component of membrane
PFLU3064,PFLU_3064,PFLU_3064,LysR family transcriptional regulator,DNA-binding transcription factor activity
PFLU3064,PFLU_3064,PFLU_3064,LysR family transcriptional regulator,"regulation of transcription, DNA-templated"
PFLU3065,PFLU_3065,PFLU_3065,putative glutamine synthetase,glutamate-ammonia ligase activity
PFLU3065,PFLU_3065,PFLU_3065,putative glutamine synthetase,nitrogen compound metabolic process
PFLU3065,PFLU_3065,PFLU_3065,putative glutamine synthetase,catalytic activity
PFLU3065,PFLU_3065,PFLU_3065,putative glutamine synthetase,glutamine biosynthetic process
PFLU3066,PFLU_3066,PFLU_3066,aminotransferase,catalytic activity
PFLU3066,PFLU_3066,PFLU_3066,aminotransferase,transaminase activity
PFLU3066,PFLU_3066,PFLU_3066,aminotransferase,pyridoxal phosphate binding
PFLU3068,PFLU_3068,PFLU_3068,LysR family transcriptional regulator,DNA-binding transcription factor activity
PFLU3068,PFLU_3068,PFLU_3068,LysR family transcriptional regulator,"regulation of transcription, DNA-templated"
PFLU3070,PFLU_3070,PFLU_3070,putative FAD dependent oxidoreductase,oxidoreductase activity
PFLU3070,PFLU_3070,PFLU_3070,putative FAD dependent oxidoreductase,oxidation-reduction process
PFLU3073,PFLU_3073,PFLU_3073,AraC family transcriptional regulator,DNA-binding transcription factor activity
PFLU3073,PFLU_3073,PFLU_3073,AraC family transcriptional regulator,"regulation of transcription, DNA-templated"
PFLU3073,PFLU_3073,PFLU_3073,AraC family transcriptional regulator,sequence-specific DNA binding
PFLU3073,PFLU_3073,PFLU_3073,AraC family transcriptional regulator,DNA binding
PFLU3074,PFLU_3074,PFLU_3074,putative two-component response regulator transcriptional regulatory protein,DNA binding
PFLU3074,PFLU_3074,PFLU_3074,putative two-component response regulator transcriptional regulatory protein,"regulation of transcription, DNA-templated"
PFLU3074,PFLU_3074,PFLU_3074,putative two-component response regulator transcriptional regulatory protein,phosphorelay signal transduction system
PFLU3075,PFLU_3075,PFLU_3075,putative two-component system sensor kinase,signal transduction
PFLU3075,PFLU_3075,PFLU_3075,putative two-component system sensor kinase,integral component of membrane
PFLU3075,PFLU_3075,PFLU_3075,putative two-component system sensor kinase,phosphorelay sensor kinase activity
PFLU3075,PFLU_3075,PFLU_3075,putative two-component system sensor kinase,phosphorylation
PFLU3075,PFLU_3075,PFLU_3075,putative two-component system sensor kinase,"transferase activity, transferring phosphorus-containing groups"
PFLU3078,PFLU_3078,PFLU_3078,hypothetical protein,ATP binding
PFLU3078,PFLU_3078,PFLU_3078,hypothetical protein,integral component of membrane
PFLU3078,PFLU_3078,PFLU_3078,hypothetical protein,ATPase-coupled transmembrane transporter activity
PFLU3078,PFLU_3078,PFLU_3078,hypothetical protein,transmembrane transport
PFLU3079,PFLU_3079,PFLU_3079,AraC family transcriptional regulator,DNA-binding transcription factor activity
PFLU3079,PFLU_3079,PFLU_3079,AraC family transcriptional regulator,"regulation of transcription, DNA-templated"
PFLU3079,PFLU_3079,PFLU_3079,AraC family transcriptional regulator,sequence-specific DNA binding
PFLU3079,PFLU_3079,PFLU_3079,AraC family transcriptional regulator,DNA binding
PFLU3080,PFLU_3080,PFLU_3080,putative 2-keto-4-pentenoate hydratase,catalytic activity
PFLU3081,PFLU_3081,mhpA,3-(3-hydroxyphenyl)propionate hydroxylase,FAD binding
PFLU3084,PFLU_3084,PFLU_3084,hypothetical protein,protein binding
PFLU3086,PFLU_3086,PFLU_3086,putative phenylacetaldehyde dehydrogenase,oxidoreductase activity
PFLU3086,PFLU_3086,PFLU_3086,putative phenylacetaldehyde dehydrogenase,oxidation-reduction process
PFLU3086,PFLU_3086,PFLU_3086,putative phenylacetaldehyde dehydrogenase,"oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor"
PFLU3087,PFLU_3087,PFLU_3087,hypothetical protein,thiamine pyrophosphate binding
PFLU3087,PFLU_3087,PFLU_3087,hypothetical protein,catalytic activity
PFLU3088,PFLU_3088,PFLU_3088,putative IclR family transcriptional regulator,DNA binding
PFLU3088,PFLU_3088,PFLU_3088,putative IclR family transcriptional regulator,"regulation of transcription, DNA-templated"
PFLU3090,PFLU_3090,PFLU_3090,putative aldehyde dehydrogenase,oxidoreductase activity
PFLU3090,PFLU_3090,PFLU_3090,putative aldehyde dehydrogenase,oxidation-reduction process
PFLU3090,PFLU_3090,PFLU_3090,putative aldehyde dehydrogenase,"oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor"
PFLU3091,PFLU_3091,PFLU_3091,putative amino acid permease,membrane
PFLU3091,PFLU_3091,PFLU_3091,putative amino acid permease,transmembrane transporter activity
PFLU3091,PFLU_3091,PFLU_3091,putative amino acid permease,transmembrane transport
PFLU3092,PFLU_3092,PFLU_3092,putative methyl-accepting chemotaxis protein,signal transduction
PFLU3092,PFLU_3092,PFLU_3092,putative methyl-accepting chemotaxis protein,integral component of membrane
PFLU3092,PFLU_3092,PFLU_3092,putative methyl-accepting chemotaxis protein,membrane
PFLU3093,PFLU_3093,PFLU_3093,putative methyl viologen resistance protein,integral component of plasma membrane
PFLU3093,PFLU_3093,PFLU_3093,putative methyl viologen resistance protein,transmembrane transport
PFLU3094,PFLU_3094,PFLU_3094,putative transmembrane permease,membrane
PFLU3094,PFLU_3094,PFLU_3094,putative transmembrane permease,transmembrane transporter activity
PFLU3094,PFLU_3094,PFLU_3094,putative transmembrane permease,transmembrane transport
PFLU3095,PFLU_3095,PFLU_3095,AraC family transcriptional regulator,DNA-binding transcription factor activity
PFLU3095,PFLU_3095,PFLU_3095,AraC family transcriptional regulator,"regulation of transcription, DNA-templated"
PFLU3095,PFLU_3095,PFLU_3095,AraC family transcriptional regulator,sequence-specific DNA binding
PFLU3096,PFLU_3096,PFLU_3096,putative aminotransferase,transaminase activity
PFLU3096,PFLU_3096,PFLU_3096,putative aminotransferase,pyridoxal phosphate binding
PFLU3096,PFLU_3096,PFLU_3096,putative aminotransferase,catalytic activity
PFLU3097,PFLU_3097,PFLU_3097,putative phenylacetaldehyde dehydrogenase,oxidoreductase activity
PFLU3097,PFLU_3097,PFLU_3097,putative phenylacetaldehyde dehydrogenase,oxidation-reduction process
PFLU3097,PFLU_3097,PFLU_3097,putative phenylacetaldehyde dehydrogenase,"oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor"
PFLU3098,PFLU_3098,PFLU_3098,putative cytochrome b-561 membrane protein,electron transfer activity
PFLU3098,PFLU_3098,PFLU_3098,putative cytochrome b-561 membrane protein,integral component of membrane
PFLU3098,PFLU_3098,PFLU_3098,putative cytochrome b-561 membrane protein,membrane
PFLU3098,PFLU_3098,PFLU_3098,putative cytochrome b-561 membrane protein,respiratory electron transport chain
PFLU3103,PFLU_3103,PFLU_3103,hypothetical protein,metalloendopeptidase activity
PFLU3103,PFLU_3103,PFLU_3103,hypothetical protein,proteolysis
PFLU3104,PFLU_3104,PFLU_3104,hypothetical protein,ATP binding
PFLU3105,PFLU_3105,PFLU_3105,putative carboxyvinyl-carboxyphosphonate phosphorylmutase,catalytic activity
PFLU3105,PFLU_3105,PFLU_3105,putative carboxyvinyl-carboxyphosphonate phosphorylmutase,oxaloacetate decarboxylase activity
PFLU3106,PFLU_3106,PFLU_3106,putative MCP-type signal transduction protein,signal transduction
PFLU3106,PFLU_3106,PFLU_3106,putative MCP-type signal transduction protein,membrane
PFLU3106,PFLU_3106,PFLU_3106,putative MCP-type signal transduction protein,protein binding
PFLU3108,PFLU_3108,PFLU_3108,3-oxoacyl-(acyl carrier protein) synthase II,catalytic activity
PFLU3108,PFLU_3108,PFLU_3108,3-oxoacyl-(acyl carrier protein) synthase II,fatty acid biosynthetic process
PFLU3108,PFLU_3108,PFLU_3108,3-oxoacyl-(acyl carrier protein) synthase II,"transferase activity, transferring acyl groups other than amino-acyl groups"
PFLU3110,PFLU_3110,PFLU_3110,putative protease,proteolysis
PFLU3110,PFLU_3110,PFLU_3110,putative protease,peptidase activity
PFLU3111,PFLU_3111,PFLU_3111,putative transmembrane protein,membrane
PFLU3111,PFLU_3111,PFLU_3111,putative transmembrane protein,integral component of membrane
PFLU3113,PFLU_3113,PFLU_3113,putative AsnC family transcriptional regulator,sequence-specific DNA binding
PFLU3113,PFLU_3113,PFLU_3113,putative AsnC family transcriptional regulator,DNA-binding transcription factor activity
PFLU3113,PFLU_3113,PFLU_3113,putative AsnC family transcriptional regulator,"regulation of transcription, DNA-templated"
PFLU3115,PFLU_3115,PFLU_3115,putative carbohydrate kinase,carbohydrate metabolic process
PFLU3115,PFLU_3115,PFLU_3115,putative carbohydrate kinase,"phosphotransferase activity, alcohol group as acceptor"
PFLU3115,PFLU_3115,PFLU_3115,putative carbohydrate kinase,xylulokinase activity
PFLU3115,PFLU_3115,PFLU_3115,putative carbohydrate kinase,xylulose metabolic process
PFLU3116,PFLU_3116,PFLU_3116,putative LacI transcriptional regulator,DNA binding
PFLU3116,PFLU_3116,PFLU_3116,putative LacI transcriptional regulator,"regulation of transcription, DNA-templated"
PFLU3118,PFLU_3118,PFLU_3118,putative sugar ABC transporter membrane protein,membrane
PFLU3118,PFLU_3118,PFLU_3118,putative sugar ABC transporter membrane protein,transmembrane transporter activity
PFLU3118,PFLU_3118,PFLU_3118,putative sugar ABC transporter membrane protein,transmembrane transport
PFLU3119,PFLU_3119,PFLU_3119,putative sugar ABC transporter ATP-binding protein,ATP binding
PFLU3119,PFLU_3119,PFLU_3119,putative sugar ABC transporter ATP-binding protein,ATPase activity
PFLU3120,PFLU_3120,PFLU_3120,cytochrome b561,membrane
PFLU3120,PFLU_3120,PFLU_3120,cytochrome b561,respiratory electron transport chain
PFLU3120,PFLU_3120,PFLU_3120,cytochrome b561,electron transfer activity
PFLU3120,PFLU_3120,PFLU_3120,cytochrome b561,integral component of membrane
PFLU3122,PFLU_3122,PFLU_3122,putative long-chain-fatty-acid-CoA ligase,catalytic activity
PFLU3124,PFLU_3124,PFLU_3124,short chain dehydrogenase,oxidoreductase activity
PFLU3125,PFLU_3125,PFLU_3125,hypothetical protein,protein binding
PFLU3126,PFLU_3126,PFLU_3126,response regulator protein,phosphorelay signal transduction system
PFLU3126,PFLU_3126,PFLU_3126,response regulator protein,DNA binding
PFLU3126,PFLU_3126,PFLU_3126,response regulator protein,"regulation of transcription, DNA-templated"
PFLU3127,PFLU_3127,PFLU_3127,putative two-component system sensor kinase protein,phosphorelay sensor kinase activity
PFLU3127,PFLU_3127,PFLU_3127,putative two-component system sensor kinase protein,signal transduction
PFLU3127,PFLU_3127,PFLU_3127,putative two-component system sensor kinase protein,integral component of membrane
PFLU3127,PFLU_3127,PFLU_3127,putative two-component system sensor kinase protein,phosphorylation
PFLU3127,PFLU_3127,PFLU_3127,putative two-component system sensor kinase protein,"transferase activity, transferring phosphorus-containing groups"
PFLU3128,PFLU_3128,PFLU_3128,putative two-component system sensory histidine kinase,phosphorelay sensor kinase activity
PFLU3128,PFLU_3128,PFLU_3128,putative two-component system sensory histidine kinase,signal transduction
PFLU3128,PFLU_3128,PFLU_3128,putative two-component system sensory histidine kinase,phosphorylation
PFLU3128,PFLU_3128,PFLU_3128,putative two-component system sensory histidine kinase,"transferase activity, transferring phosphorus-containing groups"
PFLU3129,PFLU_3129,PFLU_3129,putative two-component response regulator transcriptional regulatory protein,phosphorelay signal transduction system
PFLU3130,PFLU_3130,PFLU_3130,putative sensory box GGDEF/EAL domain-containing protein,phosphorelay signal transduction system
PFLU3131,PFLU_3131,PFLU_3131,putative cation transporter-like protein,cation transport
PFLU3131,PFLU_3131,PFLU_3131,putative cation transporter-like protein,solute:proton antiporter activity
PFLU3131,PFLU_3131,PFLU_3131,putative cation transporter-like protein,integral component of membrane
PFLU3131,PFLU_3131,PFLU_3131,putative cation transporter-like protein,transmembrane transport
PFLU3137,PFLU_3137,PFLU_3137,putative epoxide hydrolase,catalytic activity
PFLU3138,PFLU_3138,PFLU_3138,hypothetical protein,nucleic acid binding
PFLU3138,PFLU_3138,PFLU_3138,hypothetical protein,helicase activity
PFLU3138,PFLU_3138,PFLU_3138,hypothetical protein,ATP binding
PFLU3138,PFLU_3138,PFLU_3138,hypothetical protein,nucleobase-containing compound metabolic process
PFLU3138,PFLU_3138,PFLU_3138,hypothetical protein,"hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides"
PFLU3138,PFLU_3138,PFLU_3138,hypothetical protein,DNA binding
PFLU3138,PFLU_3138,PFLU_3138,hypothetical protein,DNA helicase activity
PFLU3139,PFLU_3139,PFLU_3139,hypothetical protein,"hydrolase activity, acting on ester bonds"
PFLU3139,PFLU_3139,PFLU_3139,hypothetical protein,nucleic acid binding
PFLU3139,PFLU_3139,PFLU_3139,hypothetical protein,nuclease activity
PFLU3141,PFLU_3141,lipB,lipase,calcium ion binding
PFLU3142,PFLU_3142,PFLU_3142,putative outer membrane secretion protein,efflux transmembrane transporter activity
PFLU3142,PFLU_3142,PFLU_3142,putative outer membrane secretion protein,transmembrane transport
PFLU3142,PFLU_3142,PFLU_3142,putative outer membrane secretion protein,outer membrane
PFLU3143,PFLU_3143,PFLU_3143,putative HlyD family secretion protein,protein transport
PFLU3143,PFLU_3143,PFLU_3143,putative HlyD family secretion protein,integral component of membrane
PFLU3143,PFLU_3143,PFLU_3143,putative HlyD family secretion protein,membrane
PFLU3143,PFLU_3143,PFLU_3143,putative HlyD family secretion protein,transmembrane transporter activity
PFLU3143,PFLU_3143,PFLU_3143,putative HlyD family secretion protein,transmembrane transport
PFLU3144,PFLU_3144,PFLU_3144,putative ABC transporter transmembrane protein,ATP binding
PFLU3144,PFLU_3144,PFLU_3144,putative ABC transporter transmembrane protein,integral component of membrane
PFLU3144,PFLU_3144,PFLU_3144,putative ABC transporter transmembrane protein,ATPase-coupled transmembrane transporter activity
PFLU3144,PFLU_3144,PFLU_3144,putative ABC transporter transmembrane protein,transmembrane transport
PFLU3144,PFLU_3144,PFLU_3144,putative ABC transporter transmembrane protein,ATPase activity
PFLU3144,PFLU_3144,PFLU_3144,putative ABC transporter transmembrane protein,protein secretion by the type I secretion system
PFLU3144,PFLU_3144,PFLU_3144,putative ABC transporter transmembrane protein,type I protein secretion system complex
PFLU3145,PFLU_3145,PFLU_3145,protease inhibitor,endopeptidase inhibitor activity
PFLU3146,PFLU_3146,PFLU_3146,metalloprotease,calcium ion binding
PFLU3146,PFLU_3146,PFLU_3146,metalloprotease,extracellular space
PFLU3146,PFLU_3146,PFLU_3146,metalloprotease,proteolysis
PFLU3146,PFLU_3146,PFLU_3146,metalloprotease,metallopeptidase activity
PFLU3146,PFLU_3146,PFLU_3146,metalloprotease,zinc ion binding
PFLU3146,PFLU_3146,PFLU_3146,metalloprotease,metalloendopeptidase activity
PFLU3146,PFLU_3146,PFLU_3146,metalloprotease,extracellular matrix
PFLU3148,PFLU_3148,PFLU_3148,putative amino acid permease,membrane
PFLU3148,PFLU_3148,PFLU_3148,putative amino acid permease,transmembrane transporter activity
PFLU3148,PFLU_3148,PFLU_3148,putative amino acid permease,transmembrane transport
PFLU3149,PFLU_3149,PFLU_3149,putative GerE familyregulatory protein,"regulation of transcription, DNA-templated"
PFLU3149,PFLU_3149,PFLU_3149,putative GerE familyregulatory protein,DNA binding
PFLU3150,PFLU_3150,PFLU_3150,putative periplasmic putrescine-binding protein permease,polyamine transport
PFLU3150,PFLU_3150,PFLU_3150,putative periplasmic putrescine-binding protein permease,polyamine binding
PFLU3150,PFLU_3150,PFLU_3150,putative periplasmic putrescine-binding protein permease,periplasmic space
PFLU3152,PFLU_3152,PFLU_3152,putative oxidoreductase,oxidoreductase activity
PFLU3152,PFLU_3152,PFLU_3152,putative oxidoreductase,oxidation-reduction process
PFLU3153,PFLU_3153,PFLU_3153,AraC family transcriptional regulator,DNA-binding transcription factor activity
PFLU3153,PFLU_3153,PFLU_3153,AraC family transcriptional regulator,"regulation of transcription, DNA-templated"
PFLU3153,PFLU_3153,PFLU_3153,AraC family transcriptional regulator,sequence-specific DNA binding
PFLU3153,PFLU_3153,PFLU_3153,AraC family transcriptional regulator,DNA binding
PFLU3155,PFLU_3155,PFLU_3155,putative helicase,ATP binding
PFLU3157,PFLU_3157,PFLU_3157,phosphoglucomutase,phosphoglucomutase activity
PFLU3157,PFLU_3157,PFLU_3157,phosphoglucomutase,carbohydrate metabolic process
PFLU3157,PFLU_3157,PFLU_3157,phosphoglucomutase,"intramolecular transferase activity, phosphotransferases"
PFLU3157,PFLU_3157,PFLU_3157,phosphoglucomutase,organic substance metabolic process
PFLU3157,PFLU_3157,PFLU_3157,phosphoglucomutase,magnesium ion binding
PFLU3158,PFLU_3158,PFLU_3158,putative aminotransferase,DNA-binding transcription factor activity
PFLU3158,PFLU_3158,PFLU_3158,putative aminotransferase,"regulation of transcription, DNA-templated"
PFLU3158,PFLU_3158,PFLU_3158,putative aminotransferase,catalytic activity
PFLU3158,PFLU_3158,PFLU_3158,putative aminotransferase,biosynthetic process
PFLU3158,PFLU_3158,PFLU_3158,putative aminotransferase,pyridoxal phosphate binding
PFLU3160,PFLU_3160,PFLU_3160,putative quinone oxidoreductase,oxidation-reduction process
PFLU3160,PFLU_3160,PFLU_3160,putative quinone oxidoreductase,zinc ion binding
PFLU3160,PFLU_3160,PFLU_3160,putative quinone oxidoreductase,oxidoreductase activity
PFLU3161,PFLU_3161,PFLU_3161,LysR family transcriptional regulator,DNA-binding transcription factor activity
PFLU3161,PFLU_3161,PFLU_3161,LysR family transcriptional regulator,"regulation of transcription, DNA-templated"
PFLU3169,PFLU_3169,PFLU_3169,hypothetical protein,FMN binding
PFLU3169,PFLU_3169,PFLU_3169,hypothetical protein,obsolete cofactor binding
PFLU3171,PFLU_3171,PFLU_3171,putative short-chain dehydrogenase/oxidoreductase,oxidoreductase activity
PFLU3172,PFLU_3172,PFLU_3172,7 N-ethylmaleimide reductase,catalytic activity
PFLU3172,PFLU_3172,PFLU_3172,7 N-ethylmaleimide reductase,FMN binding
PFLU3172,PFLU_3172,PFLU_3172,7 N-ethylmaleimide reductase,oxidoreductase activity
PFLU3172,PFLU_3172,PFLU_3172,7 N-ethylmaleimide reductase,oxidation-reduction process
PFLU3173,PFLU_3173,PFLU_3173,TetR family transcriptional regulator,DNA binding
PFLU3175,PFLU_3175,PFLU_3175,TetR family transcriptional regulator,DNA binding
PFLU3176,PFLU_3176,PFLU_3176,aspartate aminotransferase,catalytic activity
PFLU3176,PFLU_3176,PFLU_3176,aspartate aminotransferase,biosynthetic process
PFLU3176,PFLU_3176,PFLU_3176,aspartate aminotransferase,pyridoxal phosphate binding
PFLU3179,PFLU_3179,PFLU_3179,TetR family transcriptional regulator,DNA binding
PFLU3179A,PFLU_3179A,PFLU_3179A,LysR family transcriptional regulator,DNA-binding transcription factor activity
PFLU3179A,PFLU_3179A,PFLU_3179A,LysR family transcriptional regulator,"regulation of transcription, DNA-templated"
PFLU3182,PFLU_3182,PFLU_3182,putative lipase,hydrolase activity
PFLU3184,PFLU_3184,PFLU_3184,putative NADH oxidase,FMN binding
PFLU3184,PFLU_3184,PFLU_3184,putative NADH oxidase,oxidoreductase activity
PFLU3184,PFLU_3184,PFLU_3184,putative NADH oxidase,oxidation-reduction process
PFLU3184,PFLU_3184,PFLU_3184,putative NADH oxidase,catalytic activity
PFLU3186,PFLU_3186,PFLU_3186,gamma-glutamyltransferase 1,glutathione catabolic process
PFLU3186,PFLU_3186,PFLU_3186,gamma-glutamyltransferase 1,glutathione hydrolase activity
PFLU3187,PFLU_3187,PFLU_3187,putative symport protein,symporter activity
PFLU3187,PFLU_3187,PFLU_3187,putative symport protein,integral component of membrane
PFLU3191,PFLU_3191,PFLU_3191,putative adhesin,intein-mediated protein splicing
PFLU3192,PFLU_3192,PFLU_3192,putative adhesin activator protein,protein transport
PFLU3193,PFLU_3193,PFLU_3193,2-oxoacid dehydrogenase subunit E1,catalytic activity
PFLU3193,PFLU_3193,PFLU_3193,2-oxoacid dehydrogenase subunit E1,oxidoreductase activity
PFLU3193,PFLU_3193,PFLU_3193,2-oxoacid dehydrogenase subunit E1,oxidation-reduction process
PFLU3194,PFLU_3194,PFLU_3194,3-oxoacyl-ACP reductase,oxidoreductase activity
PFLU3195,PFLU_3195,PFLU_3195,putative FAD-binding oxidase,FAD binding
PFLU3195,PFLU_3195,PFLU_3195,putative FAD-binding oxidase,flavin adenine dinucleotide binding
PFLU3195,PFLU_3195,PFLU_3195,putative FAD-binding oxidase,catalytic activity
PFLU3195,PFLU_3195,PFLU_3195,putative FAD-binding oxidase,oxidoreductase activity
PFLU3195,PFLU_3195,PFLU_3195,putative FAD-binding oxidase,oxidation-reduction process
PFLU3196,PFLU_3196,PFLU_3196,"putative 2-hydroxyhepta-2,4-diene-1,7-dioate isomerase",catalytic activity
PFLU3198,PFLU_3198,PFLU_3198,putative acyl CoA oxidase,"oxidoreductase activity, acting on the CH-CH group of donors"
PFLU3198,PFLU_3198,PFLU_3198,putative acyl CoA oxidase,oxidation-reduction process
PFLU3198,PFLU_3198,PFLU_3198,putative acyl CoA oxidase,acyl-CoA oxidase activity
PFLU3198,PFLU_3198,PFLU_3198,putative acyl CoA oxidase,peroxisome
PFLU3198,PFLU_3198,PFLU_3198,putative acyl CoA oxidase,fatty acid beta-oxidation
PFLU3199,PFLU_3199,PFLU_3199,3-oxoacyl-ACP synthase II,catalytic activity
PFLU3199,PFLU_3199,PFLU_3199,3-oxoacyl-ACP synthase II,fatty acid biosynthetic process
PFLU3199,PFLU_3199,PFLU_3199,3-oxoacyl-ACP synthase II,"transferase activity, transferring acyl groups other than amino-acyl groups"
PFLU3201,PFLU_3201,PFLU_3201,3-oxoacyl-(acyl carrier protein) synthase III,3-oxoacyl-[acyl-carrier-protein] synthase activity
PFLU3201,PFLU_3201,PFLU_3201,3-oxoacyl-(acyl carrier protein) synthase III,fatty acid biosynthetic process
PFLU3201,PFLU_3201,PFLU_3201,3-oxoacyl-(acyl carrier protein) synthase III,catalytic activity
PFLU3202,PFLU_3202,PFLU_3202,hypothetical protein,membrane
PFLU3202,PFLU_3202,PFLU_3202,hypothetical protein,integral component of membrane
PFLU3203,PFLU_3203,PFLU_3203,putative DNA-binding protein,DNA binding
PFLU3204,PFLU_3204,PFLU_3204,AraC family transcriptional regulator,DNA-binding transcription factor activity
PFLU3204,PFLU_3204,PFLU_3204,AraC family transcriptional regulator,"regulation of transcription, DNA-templated"
PFLU3204,PFLU_3204,PFLU_3204,AraC family transcriptional regulator,sequence-specific DNA binding
PFLU3204,PFLU_3204,PFLU_3204,AraC family transcriptional regulator,DNA binding
PFLU3209,PFLU_3209,PFLU_3209,putative high-molecular weight cobalt-containing nitrile hydratase subunit alpha,catalytic activity
PFLU3209,PFLU_3209,PFLU_3209,putative high-molecular weight cobalt-containing nitrile hydratase subunit alpha,nitrogen compound metabolic process
PFLU3209,PFLU_3209,PFLU_3209,putative high-molecular weight cobalt-containing nitrile hydratase subunit alpha,transition metal ion binding
PFLU3209,PFLU_3209,PFLU_3209,putative high-molecular weight cobalt-containing nitrile hydratase subunit alpha,nitrile hydratase activity
PFLU3210,PFLU_3210,PFLU_3210,nitrile hydratase subunit beta,nitrile hydratase activity
PFLU3210,PFLU_3210,PFLU_3210,nitrile hydratase subunit beta,nitrogen compound metabolic process
PFLU3210,PFLU_3210,PFLU_3210,nitrile hydratase subunit beta,transition metal ion binding
PFLU3212,PFLU_3212,PFLU_3212,putative methyl-accepting chemotaxis protein,signal transduction
PFLU3212,PFLU_3212,PFLU_3212,putative methyl-accepting chemotaxis protein,membrane
PFLU3212,PFLU_3212,PFLU_3212,putative methyl-accepting chemotaxis protein,transmembrane signaling receptor activity
PFLU3212,PFLU_3212,PFLU_3212,putative methyl-accepting chemotaxis protein,chemotaxis
PFLU3212,PFLU_3212,PFLU_3212,putative methyl-accepting chemotaxis protein,protein binding
PFLU3213,PFLU_3213,PFLU_3213,acetyl-CoA synthetase,catalytic activity
PFLU3214,PFLU_3214,PFLU_3214,TetR family transcriptional regulator,DNA binding
PFLU3215,PFLU_3215,PFLU_3215,putative multidrug resistance protein,efflux transmembrane transporter activity
PFLU3215,PFLU_3215,PFLU_3215,putative multidrug resistance protein,integral component of membrane
PFLU3215,PFLU_3215,PFLU_3215,putative multidrug resistance protein,xenobiotic transport
PFLU3215,PFLU_3215,PFLU_3215,putative multidrug resistance protein,membrane
PFLU3215,PFLU_3215,PFLU_3215,putative multidrug resistance protein,transmembrane transporter activity
PFLU3215,PFLU_3215,PFLU_3215,putative multidrug resistance protein,transmembrane transport
PFLU3216,PFLU_3216,PFLU_3216,multidrug resistance protein,membrane
PFLU3216,PFLU_3216,PFLU_3216,multidrug resistance protein,transmembrane transporter activity
PFLU3216,PFLU_3216,PFLU_3216,multidrug resistance protein,transmembrane transport
PFLU3217,PFLU_3217,PFLU_3217,putative diaminobutyrate--2-oxoglutarate aminotransferase,transaminase activity
PFLU3217,PFLU_3217,PFLU_3217,putative diaminobutyrate--2-oxoglutarate aminotransferase,pyridoxal phosphate binding
PFLU3217,PFLU_3217,PFLU_3217,putative diaminobutyrate--2-oxoglutarate aminotransferase,catalytic activity
PFLU3217,PFLU_3217,PFLU_3217,putative diaminobutyrate--2-oxoglutarate aminotransferase,biosynthetic process
PFLU3219,PFLU_3219,PFLU_3219,SyrP-like protein,oxidoreductase activity
PFLU3219,PFLU_3219,PFLU_3219,SyrP-like protein,oxidation-reduction process
PFLU3220,PFLU_3220,PFLU_3220,putative non-ribosomal antibiotic-related peptide synthase,lipid biosynthetic process
PFLU3220,PFLU_3220,PFLU_3220,putative non-ribosomal antibiotic-related peptide synthase,catalytic activity
